GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
A1_REV,COUNTY GOVERNMENT AMOUNT; Revenue
A4_TAXES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes
A5_TAXES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes
A1_PROP,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Property
A2_PROP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Property
A3_PROP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Property
A4_PROP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Property
A5_PROP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Property
A1_SALESANDGROSS,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts
A2_SALESANDGROSS,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts
A3_SALESANDGROSS,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts
A4_SALESANDGROSS,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts
A5_SALESANDGROSS,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts
A1_GENSALES,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - General sales
A2_GENSALES,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - General sales
A3_GENSALES,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - General sales
A4_GENSALES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - General sales
A5_GENSALES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - General sales
A1_SELESALES,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales
A2_SELESALES,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales
A3_SELESALES,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales
A4_SELESALES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales
A5_SELESALES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales
A1_MOTFUEL,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Motor fuel
A2_MOTFUEL,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Motor fuel
A3_MOTFUEL,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Motor fuel
A4_MOTFUEL,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Motor fuel
A5_MOTFUEL,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Motor fuel
A1_ALCBEV,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Alcoholic beverage
A2_ALCBEV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Alcoholic beverage
A3_ALCBEV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Alcoholic beverage
A4_ALCBEV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Alcoholic beverage
A5_ALCBEV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Alcoholic beverage
A1_TOBPROD,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Tobacco products
A2_TOBPROD,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Tobacco products
A3_TOBPROD,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Tobacco products
A4_TOBPROD,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Tobacco products
A5_TOBPROD,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Tobacco products
A1_PUBUT,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Public utilities
A2_PUBUT,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Public utilities
A3_PUBUT,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Public utilities
A4_PUBUT,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Public utilities
A5_PUBUT,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Public utilities
A1_OTHSELSALES,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Other selective sales
A2_OTHSELSALES,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Other selective sales
A3_OTHSELSALES,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Other selective sales
A4_OTHSELSALES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Other selective sales
A5_OTHSELSALES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Sales and gross receipts - Selective sales - Other selective sales
A1_INDINCOME,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Individual income
A2_INDINCOME,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Individual income
A3_INDINCOME,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Individual income
A4_INDINCOME,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Individual income
A5_INDINCOME,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Individual income
A1_CORINCOME,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Corporate income
A2_CORINCOME,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Corporate income
A3_CORINCOME,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Corporate income
A4_CORINCOME,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Corporate income
A5_CORINCOME,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Corporate income
A1_MOTVEHLIC,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Motor vehicle license
A2_MOTVEHLIC,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Motor vehicle license
A3_MOTVEHLIC,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Motor vehicle license
A4_MOTVEHLIC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Motor vehicle license
A5_MOTVEHLIC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - Motor vehicle license
A1_ALLOTHTAXES,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - All other taxes
A2_ALLOTHTAXES,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - All other taxes
A3_ALLOTHTAXES,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - All other taxes
A4_ALLOTHTAXES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - All other taxes
A5_ALLOTHTAXES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Taxes - All other taxes
A1_CHARANDMISCGENREV,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue
A2_CHARANDMISCGENREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue
A3_CHARANDMISCGENREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue
A4_CHARANDMISCGENREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue
A5_CHARANDMISCGENREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue
A1_CURRCHARGES,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges
A2_CURRCHARGES,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges
A3_CURRCHARGES,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges
A4_CURRCHARGES,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges
A5_CURRCHARGES,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges
A1_EDU,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education
A2_EDU,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education
A3_EDU,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education
A4_EDU,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education
A5_EDU,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education
A1_INSTOFHIGHEDU,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - Insitutions of higher education
A2_INSTOFHIGHEDU,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - Insitutions of higher education
A3_INSTOFHIGHEDU,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - Insitutions of higher education
A4_INSTOFHIGHEDU,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - Insitutions of higher education
A5_INSTOFHIGHEDU,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - Insitutions of higher education
A1_SCHLUNSALESGROSS,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - School lunch sales (gross)
A2_SCHLUNSALESGROSS,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - School lunch sales (gross)
A3_SCHLUNSALESGROSS,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - School lunch sales (gross)
A4_SCHLUNSALESGROSS,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - School lunch sales (gross)
A5_SCHLUNSALESGROSS,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Education - School lunch sales (gross)
A1_HOSP,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Hospitals
A2_HOSP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Hospitals
A3_HOSP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Hospitals
A4_HOSP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Hospitals
A5_HOSP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Hospitals
A1_HIGH,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Highways
A2_HIGH,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Highways
A3_HIGH,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Highways
A4_HIGH,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Highways
A5_HIGH,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Highways
A1_AIRTRANSAIRP,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Air transportation (airports)
A2_AIRTRANSAIRP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Air transportation (airports)
A3_AIRTRANSAIRP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Air transportation (airports)
A4_AIRTRANSAIRP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Air transportation (airports)
A5_AIRTRANSAIRP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Air transportation (airports)
A1_PARKFAC,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parking facilities
A2_PARKFAC,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parking facilities
A3_PARKFAC,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parking facilities
A4_PARKFAC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parking facilities
A5_PARKFAC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parking facilities
A1_SEAANDINLA,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sea and inland port facilities
A2_SEAANDINLA,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sea and inland port facilities
A3_SEAANDINLA,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sea and inland port facilities
A4_SEAANDINLA,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sea and inland port facilities
A5_SEAANDINLA,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sea and inland port facilities
A1_NATRESOUR,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Natural resources
A2_NATRESOUR,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Natural resources
A3_NATRESOUR,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Natural resources
A4_NATRESOUR,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Natural resources
A5_NATRESOUR,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Natural resources
A1_PARANDREC,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parks and recreation
A2_PARANDREC,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parks and recreation
A3_PARANDREC,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parks and recreation
A4_PARANDREC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parks and recreation
A5_PARANDREC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Parks and recreation
A1_HOUSANDCOMMDEV,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Housing and community development
A2_HOUSANDCOMMDEV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Housing and community development
A3_HOUSANDCOMMDEV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Housing and community development
A4_HOUSANDCOMMDEV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Housing and community development
A5_HOUSANDCOMMDEV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Housing and community development
A1_SEWERAGE,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sewerage
A2_SEWERAGE,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sewerage
A3_SEWERAGE,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sewerage
A4_SEWERAGE,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sewerage
A5_SEWERAGE,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Sewerage
A1_SOLIWASTMAN,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Solid waste management
A2_SOLIWASTMAN,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Solid waste management
A3_SOLIWASTMAN,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Solid waste management
A4_SOLIWASTMAN,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Solid waste management
A5_SOLIWASTMAN,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Solid waste management
A1_OTHCHARG,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Other charges
A2_OTHCHARG,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Other charges
A3_OTHCHARG,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Other charges
A4_OTHCHARG,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Other charges
A5_OTHCHARG,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Current charges - Other charges
A1_MISCGENREV,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue
A2_MISCGENREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue
A3_MISCGENREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue
A4_MISCGENREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue
A5_MISCGENREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue
A1_INTEAR,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Interest earnings
